benchmark,duration_ns,uptime_ns,vm_start_unix_ms
rx-scrabble,9637753714,10920879464,1748993678816
rx-scrabble,1552675313,21131745952,1748993678816
rx-scrabble,1092214021,22978939775,1748993678816
rx-scrabble,872841329,24346608836,1748993678816
rx-scrabble,1174926784,25477670696,1748993678816
rx-scrabble,1135797434,26920462618,1748993678816
rx-scrabble,923494884,28282228500,1748993678816
rx-scrabble,879395840,29441714487,1748993678816
rx-scrabble,919459298,30536781517,1748993678816
rx-scrabble,1030671019,31671346905,1748993678816
rx-scrabble,950536728,32885488202,1748993678816
rx-scrabble,960698000,34049950527,1748993678816
rx-scrabble,893150017,35223610680,1748993678816
rx-scrabble,1078208892,36335664531,1748993678816
rx-scrabble,917120275,37595380766,1748993678816
rx-scrabble,910656563,38724728124,1748993678816
rx-scrabble,880672284,39842750024,1748993678816
rx-scrabble,1072961822,40932143508,1748993678816
rx-scrabble,897509577,42186254363,1748993678816
rx-scrabble,879157582,43290968346,1748993678816
rx-scrabble,938474620,44379055788,1748993678816
rx-scrabble,1038287295,45522989182,1748993678816
rx-scrabble,894578660,46750809948,1748993678816
rx-scrabble,880686395,47854438421,1748993678816
rx-scrabble,878307076,48942977097,1748993678816
rx-scrabble,1087866920,50029420291,1748993678816
rx-scrabble,915663401,51296566342,1748993678816
rx-scrabble,880613715,52427174266,1748993678816
rx-scrabble,895409430,53515817461,1748993678816
rx-scrabble,1021906275,54619822799,1748993678816
rx-scrabble,925439245,55822572981,1748993678816
rx-scrabble,882559665,56957798197,1748993678816
rx-scrabble,923342042,58049534942,1748993678816
rx-scrabble,1080435941,59181034411,1748993678816
rx-scrabble,882544500,60438948958,1748993678816
rx-scrabble,877045230,61527513117,1748993678816
rx-scrabble,929861225,62613098022,1748993678816
rx-scrabble,1068567177,63749303492,1748993678816
rx-scrabble,935188114,64997099141,1748993678816
rx-scrabble,871624672,66139623351,1748993678816
rx-scrabble,880633749,67222429041,1748993678816
rx-scrabble,1059817154,68314679523,1748993678816
rx-scrabble,928524650,69552469024,1748993678816
rx-scrabble,895668607,70689959962,1748993678816
rx-scrabble,909962849,71795469334,1748993678816
rx-scrabble,1042155548,72915795249,1748993678816
rx-scrabble,896203204,74135506708,1748993678816
rx-scrabble,892989824,75242808031,1748993678816
rx-scrabble,917169008,76346000865,1748993678816
rx-scrabble,1019777917,77473962435,1748993678816
rx-scrabble,884532377,78670922284,1748993678816
rx-scrabble,877976918,79761599816,1748993678816
rx-scrabble,881344901,80847444553,1748993678816
rx-scrabble,1059228288,81937397787,1748993678816
rx-scrabble,913952934,83172695181,1748993678816
rx-scrabble,889014252,84296106837,1748993678816
rx-scrabble,880436122,85401623055,1748993678816
rx-scrabble,1054938958,86492140031,1748993678816
rx-scrabble,887480301,87738394151,1748993678816
rx-scrabble,909897398,88835946760,1748993678816
rx-scrabble,883106591,89953346486,1748993678816
rx-scrabble,1021755370,91045834363,1748993678816
rx-scrabble,922026103,92259155139,1748993678816
rx-scrabble,896750581,93396160151,1748993678816
rx-scrabble,882525861,94510607410,1748993678816
rx-scrabble,1028642223,95602143993,1748993678816
rx-scrabble,895877980,96822101397,1748993678816
rx-scrabble,890090874,97923534639,1748993678816
rx-scrabble,894289460,99020533929,1748993678816
rx-scrabble,1033153770,100120531399,1748993678816
rx-scrabble,887593321,101333512863,1748993678816
rx-scrabble,880836443,102435821271,1748993678816
rx-scrabble,932059415,103524269217,1748993678816
rx-scrabble,1081260249,104663492913,1748993678816
rx-scrabble,883198543,105920594170,1748993678816
rx-scrabble,886789115,107010603523,1748993678816
rx-scrabble,875828973,108103839311,1748993678816
rx-scrabble,1042131406,109196606407,1748993678816
rx-scrabble,900529147,110416795237,1748993678816
rx-scrabble,878134074,111524364812,1748993678816
rx-scrabble,872446348,112610787340,1748993678816
rx-scrabble,1043358503,113691396553,1748993678816
rx-scrabble,892289449,114912820138,1748993678816
rx-scrabble,874686196,116011098022,1748993678816
rx-scrabble,881777766,117092533001,1748993678816
rx-scrabble,1024942438,118179695391,1748993678816
rx-scrabble,879906283,119388561453,1748993678816
rx-scrabble,902999554,120476863714,1748993678816
rx-scrabble,891905369,121587538477,1748993678816
rx-scrabble,1032635893,122686717794,1748993678816
rx-scrabble,874617405,123895594250,1748993678816
rx-scrabble,905328018,124988940403,1748993678816
rx-scrabble,879488119,126110047306,1748993678816
rx-scrabble,1059545416,127197467211,1748993678816
rx-scrabble,904782885,128433860152,1748993678816
rx-scrabble,883022082,129547624632,1748993678816
rx-scrabble,934234788,130640615079,1748993678816
rx-scrabble,1028785404,131783019938,1748993678816
rx-scrabble,884368911,132987860840,1748993678816
rx-scrabble,870238367,134077883467,1748993678816
rx-scrabble,886779277,135153581128,1748993678816
